"","PrimaryKey","PlotKey","PlotID","State","SpeciesState","County","ProjectName","PhotoLink","EcologicalSiteId","EcolSiteName","Latitude_NAD83","Longitude_NAD83","DateEstablished","DateVisited","BareSoilCover","TotalFoliarCover","GapCover_25_50","GapCover_51_100","GapCover_101_200","GapCover_200_plus","GapCover_25_plus","SoilStability_All","SoilStability_Protected","SoilStability_Unprotected","AH_NonNoxPerenForbCover","AH_NonNoxAnnForbCover","AH_NonNoxPerenGrassCover","AH_NonNoxAnnGrassCover","AH_NonNoxPerenForbGrassCover","AH_NonNoxAnnForbGrassCover","AH_NonNoxShrubCover","AH_NonNoxSubShrubCover","AH_NonNoxSucculentCover","AH_NonNoxTreeCover","AH_NonNoxCover","AH_NoxPerenForbCover","AH_NoxAnnForbCover","AH_NoxPerenGrassCover","AH_NoxAnnGrassCover","AH_NoxPerenForbGrassCover","AH_NoxAnnForbGrassCover","AH_NoxShrubCover","AH_NoxSubShrubCover","AH_NoxSucculentCover","AH_NoxTreeCover","AH_NoxCover","AH_ForbCover","AH_PerenForbCover","AH_PreferredForbCover","AH_GrassCover","AH_PerenGrassCover","AH_AnnGrassCover","AH_TallPerenGrassCover","AH_ShortPerenGrassCover","AH_PerenForbGrassCover","AH_ShrubCover","AH_SagebrushCover","AH_SagebrushCover_Live","AH_NonSagebrushShrubCover","AH_TotalLitterCover","AH_WoodyLitterCover","AH_HerbLitterCover","FH_NonNoxPerenForbCover","FH_NonNoxAnnForbCover","FH_NonNoxPerenGrassCover","FH_NonNoxAnnGrassCover","FH_NonNoxShrubCover","FH_NonNoxSubShrubCover","FH_NonNoxSucculentCover","FH_NonNoxTreeCover","FH_NoxPerenForbCover","FH_NoxAnnForbCover","FH_NoxPerenGrassCover","FH_NoxAnnGrassCover","FH_NoxShrubCover","FH_NoxSubShrubCover","FH_NoxSucculentCover","FH_NoxTreeCover","FH_SagebrushCover","FH_TotalLitterCover","FH_WoodyLitterCover","FH_HerbLitterCover","FH_DuffCover","FH_EmbLitterCover","FH_VagrLichenCover","FH_LichenCover","FH_MossCover","FH_CyanobacteriaCover","FH_RockCover","FH_WaterCover","FH_DepSoilCover","Hgt_Woody_Avg","Hgt_Herbaceous_Avg","Hgt_Forb_Avg","Hgt_PerenForb_Avg","Hgt_Grass_Avg","Hgt_PerenGrass_Avg","Hgt_NoxPerenGrass_Avg","Hgt_NonNoxPerenGrass_Avg","Hgt_TallPerenGrass_Avg","Hgt_ShortPerenGrass_Avg","Hgt_PerenForbGrass_Avg","Hgt_Shrub_Avg","Hgt_NonSagebrushShrub_Avg","Hgt_Sagebrush_Avg","Hgt_Sagebrush_Live_Avg","SagebrushShape_All_ColumnCount","SagebrushShape_All_SpreadCount","SagebrushShape_All_Predominant","SagebrushShape_Live_ColumnCount","SagebrushShape_Live_SpreadCount","SagebrushShape_Live_Predominant","NumSpp_NoxPlant","Spp_Nox","NumSpp_NonNoxPlant","NumSpp_PreferredForb","Spp_Sagebrush","Spp_PreferredForb","Spp_TallPerenGrass","Spp_ShortPerenGrass","RH_Rills","RH_WaterFlowPatterns","RH_PedestalsTerracettes","RH_BareGround","RH_Gullies","RH_WindScouredAreas","RH_LitterMovement","RH_LitterAmount","RH_SoilSurfResisErosion","RH_SoilSurfLossDeg","RH_PlantCommunityComp","RH_Compaction","RH_FuncSructGroup","RH_DeadDyingPlantParts","RH_AnnualProd","RH_InvasivePlants","RH_ReprodCapabilityPeren","RH_BioticIntegrity","RH_HydrologicFunction","RH_SoilSiteStability","RH_CommentsBI","RH_CommentsHF","RH_CommentsSS","Purpose","PurposeFlag","Design","DesignFlag","created_user","created_date","last_edited_user","last_edited_date","DateLoadedInDb","DBKey","GlobalID","Shape"
"13079","NML00000_2020_Sandy_5102019-09-01","NML00000_2020_Sandy_510","Sandy_510","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_Sandy_5102019-09-01","R042XB012NM",NA,31.96360185,-106.88810211,2019-08-26 00:00:00,2019-08-26 00:00:00,81.33333333,5.66666667,1.81333333,4.01333333,6.28,81.70666667,93.81333333,1.55555556,6,1.29411765,0,0,0.33333333,0,0.33333333,0,4.33333333,1.33333333,0,0,5.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333333,0.33333333,0,0,0,0.33333333,4.33333333,0,0,4.33333333,10.66666667,1,9.66666667,0,0,0,0,4.33333333,1.33333333,0,0,0,0,0,0,0,0,0,0,0,8.66666667,1,7.66666667,0,0,0,0,0,0,4.33333333,0,0,33.53333333,3,NA,NA,3,NA,NA,NA,NA,NA,NA,77,77,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{DFDBABA5-C590-4F8A-A492-FBD962FE6904}",c(-106.888102106, 31.9636018530001)
"13080","NML00000_2020_GLoam_1132019-09-01","NML00000_2020_GLoam_113","GLoam_113","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_GLoam_1132019-09-01","R042XB035NM",NA,32.39535957,-106.54040172,2019-08-22 12:00:00,2019-08-22 00:00:00,5,46.33333333,18.73333333,17.65333333,3.04,0,39.42666667,1.16666667,1.5,1.07142857,12.33333333,19.66666667,11.33333333,0.33333333,21.66666667,20,9.66666667,1,0,0,44,0,0,2.33333333,0,2.33333333,0,0,0,0,0,2.33333333,30.33333333,12.33333333,0,14,13.66666667,0.33333333,7.66666667,0,24,9.66666667,0,0,9.66666667,56.66666667,1,56,11.66666667,16.66666667,5.33333333,0,9.33333333,1,0,0,0,0,2.33333333,0,0,0,0,0,0,25.33333333,0.33333333,25,0,0,0,0,0,0,23.33333333,0,0,60.5,31.78571429,29.79166667,31.22222222,43.75,43.75,NA,43.75,49.66666667,NA,35.07692308,71.33333333,71.33333333,NA,NA,NA,NA,NA,NA,NA,NA,1,"ERLE",38,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{3664FB82-0FEF-4D2B-83DB-20784452CFE5}",c(-106.54040172, 32.39535957)
"13081","NML00000_2019_Sandy_5052019-09-01","NML00000_2019_Sandy_505","Sandy_505","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Sandy_5052019-09-01","R042XB012NM",NA,31.79270346,-106.78140452,2019-08-21 00:00:00,2019-08-21 00:00:00,58.66666667,33,2.13333333,2.18666667,3.96,54.90666667,63.18666667,1.66666667,2.5,1.25,0,0,0.33333333,0,0.33333333,0,29,3.66666667,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33333333,0.33333333,0,0,0,0.33333333,29,0,0,29,17.33333333,0.66666667,16.66666667,0,0,0.33333333,0,29,3.66666667,0,0,0,0,0,0,0,0,0,0,0,8.33333333,0.66666667,7.66666667,0,0,0,0,0,0,0,0,0,64.05882353,15,15,NA,NA,NA,NA,NA,NA,NA,NA,81.25,81.25,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{5FD109AD-21FE-4903-92F4-E552CCEB3405}",c(-106.78140452, 31.7927034620001)
"13083","NML00000_2019_Gravel_0662019-09-01","NML00000_2019_Gravel_066","Gravel_066","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Gravel_0662019-09-01","R042XB019NM",NA,32.36808262,-107.16018619,2019-08-27 00:00:00,2019-08-27 00:00:00,32.33333333,23.33333333,4.6,11.02666667,9.30666667,52.88,77.81333333,1.88888889,5,1.70588235,0,0,23,0,23,0,0,0.33333333,0,0,23.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,23,0,0,0,23,0,0,0,0,23.33333333,0,23.33333333,0,0,23,0,0,0.33333333,0,0,0,0,0,0,0,0,0,0,0,6.33333333,0,6.33333333,0,0,0,0,0,0,38,0,0,15,32.53846154,10,NA,34.41666667,34.41666667,NA,34.41666667,NA,NA,34.41666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"SATR12",17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{2910786B-EB5E-47F5-B687-B405FE82D4E7}",c(-107.160186193, 32.3680826200001)
"13091","NML00000_Panel20_MIMB_2952019-09-01","NML00000_Panel20_MIMB_295","MIMB_295","NM","NM","NML00000","NML00000_Panel20","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_Panel20_MIMB_2952019-09-01","R042XB012NM Sandy",NA,32.20547295,-107.40607221,2019-08-22 00:00:00,2019-08-22 00:00:00,70,11.66666667,1,7.73333333,13.57333333,68.02666667,90.33333333,1.16666667,1.66666667,1.06666667,1,0.33333333,3.33333333,0,4.33333333,0.33333333,5.33333333,2.66666667,0.66666667,0,11.66666667,0,0,0,0,0,0,0,0,0,0,0,1.33333333,1,0,3.33333333,3.33333333,0,2,0,4.33333333,5.33333333,0,0,5.33333333,23.66666667,1.33333333,22.33333333,1,0.33333333,2,0,5.33333333,2.33333333,0.66666667,0,0,0,0,0,0,0,0,0,0,17.33333333,0.66666667,16.66666667,0,0,0,0,0,0,1,0,0,43.33333333,13.20833333,8.125,8.125,15.75,15.75,NA,15.75,35,7.25,13.20833333,66.8,66.8,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,23,0,NA,NA,"MUPO2","DAPU7; ARPU9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{54C7D6B9-AED2-4DE4-9B2C-D064B19DE895}",c(-107.406072209, 32.205472947)
"13092","NML00000_2020_Lime_3032019-09-01","NML00000_2020_Lime_303","Lime_303","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_Lime_3032019-09-01","R042XB010NM",NA,32.07525056,-106.54617117,2019-08-26 00:00:00,2019-08-26 00:00:00,28.33333333,18.66666667,4.76,7.92,21,38.97333333,72.65333333,2.44444444,5,2.125,0.33333333,0.33333333,0,0,0.33333333,0.33333333,17.66666667,0,0.33333333,0,18.66666667,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0.33333333,0,0,0,0,0,0,0.33333333,17.66666667,0,0,17.66666667,10.33333333,2.33333333,8,0.33333333,0.33333333,0,0,17.66666667,0,0.33333333,0,0,0,0,0,0,0,0,0,0,4.33333333,0.66666667,3.66666667,0,0,0,0,0,0,48.66666667,0,0,41.33333333,8,8,NA,NA,NA,NA,NA,NA,NA,NA,41.33333333,41.33333333,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{1730BCBD-FB52-4742-B9BB-1AEFDDF7BFCC}",c(-106.546171174, 32.07525056)
"13094","NML00000_2019_Gravel_0682019-09-01","NML00000_2019_Gravel_068","Gravel_068","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Gravel_0682019-09-01","R042XB024NM",NA,32.02076672,-106.47287984,2019-08-27 00:00:00,2019-08-27 00:00:00,24.33333333,21.33333333,3.01333333,6.22666667,17.45333333,55.85333333,82.54666667,2.88888889,4.71428571,1.72727273,0.66666667,0.66666667,0,0,0.66666667,0.66666667,17.33333333,3,0,0,21.33333333,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0.66666667,0,0,0,0,0,0,0.66666667,17.33333333,0,0,17.33333333,24.33333333,2.33333333,22,0.66666667,0.66666667,0,0,17.33333333,2.66666667,0,0,0,0,0,0,0,0,0,0,0,11.33333333,1.33333333,10,0,0,0,0,0,0,43,0,0,54.81818182,9.875,9.875,10.42857143,NA,NA,NA,NA,NA,NA,10.42857143,65.94117647,65.94117647,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{0C59BC78-D8A4-4DA0-9C80-4108B98DB2C3}",c(-106.472879844, 32.020766715)
"13095","NML00000_2020_GSand_1592019-09-01","NML00000_2020_GSand_159","GSand_159","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_GSand_1592019-09-01","R042XB024NM",NA,32.1231964,-106.59658639,2019-08-26 00:00:00,2019-08-26 00:00:00,38.33333333,24,0.50666667,7.16,12.54666667,52.38666667,72.6,2.11111111,3,1.76923077,0.66666667,3.66666667,0,0,0.66666667,3.66666667,21.33333333,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,4.33333333,0.66666667,0,0,0,0,0,0,0.66666667,21.33333333,0,0,21.33333333,37.33333333,1,36.33333333,0.33333333,2.33333333,0,0,21.33333333,0,0,0,0,0,0,0,0,0,0,0,0,22.66666667,1,21.66666667,0,0,0,0,0,1.66666667,13.33333333,0,0,64.75,27.42857143,27.42857143,NA,NA,NA,NA,NA,NA,NA,NA,68.6,68.6,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{E6CB2567-F5BD-4824-9BA2-1BAEF33A5D2D}",c(-106.59658639, 32.1231964040001)
"13096","NML00000_2020_Hills_2252019-09-01","NML00000_2020_Hills_225","Hills_225","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_Hills_2252019-09-01","R042XB011NM",NA,32.22627006,-107.07198932,2019-08-29 00:00:00,2019-08-29 00:00:00,65.66666667,14,6.78666667,12.86666667,17.96,44.50666667,82.12,1.22222222,1,1.23529412,3.33333333,0.66666667,1.66666667,0,5,0.66666667,5.66666667,3.33333333,0,0,14,0,2,0,0,0,2,0,0,0,0,2,6,3.33333333,0,1.66666667,1.66666667,0,1,0,5,5.66666667,0,0,5.66666667,28.66666667,2,27,3,0.66666667,0.66666667,0,5,3.33333333,0,0,0,1.33333333,0,0,0,0,0,0,0,20.33333333,1.66666667,18.66666667,0,0,0,0,0,0,0,0,0,27,15.72222222,16.58823529,12.16666667,1,1,NA,1,NA,1,11.30769231,48,48,NA,NA,NA,NA,NA,NA,NA,NA,1,"SATR12",19,0,NA,NA,NA,"DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{3A7819B7-34BD-4FC9-8E8A-6BEF6E64A9CB}",c(-107.07198932, 32.2262700590001)
"13097","NML00000_2020_Sandy_5202019-09-01","NML00000_2020_Sandy_520","Sandy_520","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_Sandy_5202019-09-01","R042XB012NM",NA,32.17505444,-107.14069348,2019-08-28 00:00:00,2019-08-28 00:00:00,43.66666667,22,4,6.54666667,8.86666667,58.49333333,77.90666667,3.83333333,5,3.6,1,0.33333333,18.33333333,0,19.33333333,0.33333333,2.66666667,0.33333333,0,0,22,0,0,0,0,0,0,0,0,0,0,0,1.33333333,1,0,18.33333333,18.33333333,0,0,0,19.33333333,2.66666667,0,0,2.66666667,16.33333333,0,16.33333333,1,0.33333333,18,0,2.66666667,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,10.33333333,17,0,0,35,18.86956522,5.28571429,9,24.8125,24.8125,NA,24.8125,NA,NA,23.88235294,35,35,NA,NA,NA,NA,NA,NA,NA,NA,1,"SATR12",20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{2EF80997-56CE-483A-894C-0C210BD606E5}",c(-107.140693478, 32.1750544400001)
"13098","NML00000_2019_Mal_3962019-09-01","NML00000_2019_Mal_396","Mal_396","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Mal_3962019-09-01","R042XB012NM",NA,32.16218561,-107.142698,2019-08-28 00:00:00,2019-08-28 00:00:00,56,9.33333333,7.65333333,8.82666667,22.18666667,50.54666667,89.21333333,1.33333333,1,1.375,3.66666667,2.66666667,0.33333333,0.33333333,4,3,0,0.33333333,2,0,9.33333333,0,0,0,0,0,0,0,0,0,0,0,6.33333333,3.66666667,0,0.66666667,0.33333333,0.33333333,0.33333333,0,4,0,0,0,0,27.33333333,0.33333333,26.66666667,3.66666667,2.66666667,0.33333333,0.33333333,0,0.33333333,2,0,0,0,0,0,0,0,0,0,0,24,0.33333333,23.33333333,0,0,0,0,0,9.66666667,1,0,0,72,9.66666667,9.73076923,13.1,8,NA,NA,NA,NA,8,13.1,61,61,NA,NA,NA,NA,NA,NA,NA,NA,2,"SATR12; TRTE",32,0,NA,NA,"MUPO2","DAPU7; ARPU9; VUOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{EC578E24-0E60-4C86-AA8A-09ADE97AB9CD}",c(-107.142697999, 32.162185612)
"13099","NML00000_2020_Gravel_0752019-09-01","NML00000_2020_Gravel_075","Gravel_075","NM","NM","NML00000","NML00000_2020","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2020_Gravel_0752019-09-01","R042XB010NM",NA,32.59262699,-107.05710189,2019-08-27 00:00:00,2019-08-27 00:00:00,8.33333333,24.66666667,3.73333333,12.96,12.44,41.98666667,71.12,3.3125,4.2,2.90909091,0.33333333,0,3,0,3.33333333,0,21.33333333,0,0,0,24.66666667,0,0,0,0,0,0,0,0,0,0,0,0.33333333,0.33333333,0,3,3,0,0,0,3.33333333,21.33333333,0,0,21.33333333,24.33333333,5.66666667,18.66666667,0.33333333,0,3,0,21.33333333,0,0,0,0,0,0,0,0,0,0,0,0,13,2.33333333,10.66666667,0,0,0,0,0,0,54,0,0,77.26666667,9.36363636,11,11,9.2,9,NA,9,15,NA,9.2,77.26666667,77.26666667,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19,0,NA,NA,"BOCU","DAPU7; BOER4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{5DF4B99F-4627-4E15-9B27-4FFA79B36953}",c(-107.05710189, 32.5926269890001)
"13100","NML00000_2019_Gravel_0632019-09-01","NML00000_2019_Gravel_063","Gravel_063","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Gravel_0632019-09-01","R042XB010NM",NA,32.55691679,-107.04799042,2019-08-26 00:00:00,2019-08-26 00:00:00,8,26,1.05333333,8.33333333,13.56,44.06666667,67.01333333,1.38888889,1.66666667,1.25,0.66666667,0,1.33333333,0,1.66666667,0,25,0,0.66666667,0,26,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0.66666667,0,1.33333333,1.33333333,0,0.66666667,0.66666667,1.66666667,25,0,0,25,13,1.66666667,12.33333333,0.66666667,0,0.33333333,0,25,0,0,0,0,0,0,0,0,0,0,0,0,7.33333333,0.33333333,7,0,0,0,0,0,0,58.66666667,0,0,80.55555556,12,15.5,17,10.25,10.25,NA,10.25,30,3.66666667,11.6,80.55555556,80.55555556,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16,0,NA,NA,"MUPO2","DAPU7; BOER4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{D43F3ED7-9F4F-4ACA-9C84-62454D731FAC}",c(-107.047990419, 32.556916786)
"13101","NML00000_2019_Sandy_5032019-09-01","NML00000_2019_Sandy_503","Sandy_503","NM","NM","NML00000","NML00000_2019","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NML00000_2019_Sandy_5032019-09-01","R042XB012NM",NA,32.0494398,-106.38865292,2019-08-27 00:00:00,2019-08-27 00:00:00,62.33333333,16.33333333,1.56,11.45333333,4.18666667,57.13333333,74.33333333,2.88888889,4,2.57142857,0,1.33333333,0.33333333,0,0.33333333,1.33333333,15.66666667,0,0,0,16.33333333,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0,0,0.33333333,0.33333333,0,0.33333333,0,0.33333333,15.66666667,0,0,15.66666667,14.33333333,2,12.33333333,0,0.66666667,0,0,15.66666667,0,0,0,0,0,0,0,0,0,0,0,0,10.33333333,2,8.33333333,0,0,0,0,0,10.66666667,0.33333333,0,0,65.86666667,19.30769231,19,NA,21,21,NA,21,21,NA,21,65.86666667,65.86666667,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10,0,NA,NA,"MUPO2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Land Use Plan Effectiveness","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{57D8AA39-E3AE-4D56-89E0-F9F38F6C2B92}",c(-106.388652919, 32.049439804)
"13108","NMP02000_Year1_ChiActive_0102019-09-01","NMP02000_Year1_ChiActive_010","ChiActive_010","NM","NM","NMP02000","NMP02000_Year1","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NMP02000_Year1_ChiActive_0102019-09-01","R042XC007NM",NA,32.09041632,-104.33337127,2019-09-05 00:00:00,2019-09-05 10:25:59,63.33333333,18.66666667,15.66666667,22.30666667,12.42666667,28.62666667,79.02666667,4.61111111,4.5,4.66666667,0.66666667,0,9.33333333,0,10,0,0.66666667,7.33333333,0.66666667,0,18.66666667,0,0,0,0,0,0,0,0,0,0,0,0.66666667,0.66666667,0,9.33333333,9.33333333,0,0,2.66666667,10,0.66666667,0,0,0.66666667,14,2,12,0.66666667,0,9.33333333,0,0.66666667,7.33333333,0.66666667,0,0,0,0,0,0,0,0,0,0,7.33333333,1.33333333,6,0,0,0,0,0,10.66666667,0,0,0,14.2,13,15,14.5,11.875,11.875,NA,11.875,NA,22.5,12.59090909,23,23,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,27,0,NA,NA,NA,"BOGR2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Oil and Gas Development Monitoring","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{32911219-0350-498C-81EC-ABDD0C611136}",c(-104.333371271, 32.090416324)
"13110","NMP02000_Year1_ChiActive_0142019-09-01","NMP02000_Year1_ChiActive_014","ChiActive_014","NM","NM","NMP02000","NMP02000_Year1","https://gis.blm.doi.net/attachments/AIM/Terradat/NM/NMP02000_Year1_ChiActive_0142019-09-01","R042XC007NM",NA,32.08583803,-104.38048187,2019-09-09 00:00:00,2019-09-09 00:00:00,54.66666667,14.66666667,7.21333333,8.62666667,24,42.68,82.52,5.22222222,5.83333333,4.91666667,0.66666667,0.66666667,7.33333333,0,8,0.66666667,4,5.33333333,0,0,14.66666667,0,0,0,0,0,0,0,0,0,0,0,1.33333333,0.66666667,0,7.33333333,7.33333333,0,2.66666667,3.33333333,8,4,0,0,4,15.33333333,2,14.66666667,0.66666667,0,4.66666667,0,4,5.33333333,0,0,0,0,0,0,0,0,0,0,0,7.33333333,1.33333333,6,0,0,0,0,0,20,3.33333333,0,0,17.56521739,10.06666667,6.88888889,10.25,14.83333333,17.2,NA,17.2,28,36,14.11111111,17.625,17.625,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,31,0,NA,NA,"MUPO2","BOGR2; DAPU7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Planning","Oil and Gas Development Monitoring","Random","Revisit Base Plot","DBROWNING",2020-04-06 14:10:51,"ILMOCAIMDBO",2022-01-13 12:28:40,"2019-09-01","NM2019RawDownloadCleaned.gdb","{8C35BFED-5B1D-40E6-A4CA-9EC882E85C00}",c(-104.380481874, 32.085838032)
